IDpol,ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Area,Density,Region,ClaimAmount,Power_x_DrivAge,DrivAge_bucket
86977.0,2,1.0,7,7,35,62,B2,Diesel,E,4253,Aquitaine,441.76,245,26-35
86977.0,2,1.0,7,7,35,62,B2,Diesel,E,4253,Aquitaine,1410.16,245,26-35
87015.0,1,0.8,5,1,71,52,B2,Regular,E,4348,Aquitaine,1128.12,355,
87021.0,1,0.41,8,12,53,50,B2,Regular,E,4456,Aquitaine,1128.12,424,51-70
87039.0,1,1.0,6,4,37,50,B5,Regular,C,116,Aquitaine,780.28,222,36-50
87044.0,2,1.0,8,3,30,115,B1,Diesel,D,520,Aquitaine,1128.12,240,26-35
87044.0,2,1.0,8,3,30,115,B1,Diesel,D,520,Aquitaine,1128.12,240,26-35
87051.0,1,1.0,6,1,53,50,B3,Diesel,C,200,Aquitaine,1128.12,318,51-70
87086.0,1,0.82,4,5,38,60,B2,Diesel,D,1445,Aquitaine,1128.12,152,36-50
87090.0,1,0.03,6,4,45,50,B2,Diesel,A,47,Aquitaine,454.74,270,36-50
87092.0,1,0.59,11,1,45,62,B13,Diesel,A,47,Aquitaine,9743.71,495,36-50
87096.0,1,0.63,6,1,33,106,B4,Diesel,D,1445,Aquitaine,4963.16,198,26-35
87113.0,1,1.0,10,4,47,50,B2,Regular,E,4456,Aquitaine,725.31,470,36-50
87123.0,1,0.15,9,6,21,95,B3,Regular,E,4348,Aquitaine,199.23,189,18-25
87127.0,1,1.0,5,6,20,50,B1,Regular,A,31,Aquitaine,1128.12,100,18-25
87166.0,1,0.62,4,9,44,50,B2,Diesel,C,101,Centre,345.75,176,36-50
87170.0,1,0.9,11,10,38,110,B11,Regular,A,34,Centre,849.6,418,36-50
87187.0,1,0.63,5,4,26,85,B2,Regular,C,136,Centre,4412.33,130,26-35
87195.0,1,0.15,4,10,66,50,B1,Regular,C,243,Provence-Alpes-Cotes-D'Azur,140.5,264,51-70
87196.0,1,0.67,4,10,66,50,B1,Regular,C,243,Provence-Alpes-Cotes-D'Azur,564.06,264,51-70
87197.0,1,0.05,4,10,66,50,B1,Regular,C,243,Provence-Alpes-Cotes-D'Azur,1382.32,264,51-70
87304.0,1,0.6,6,5,44,50,B1,Diesel,D,874,Nord-Pas-de-Calais,75.32,264,36-50
87338.0,1,0.48,9,0,31,64,B1,Regular,F,15703,Ile-de-France,1128.12,279,26-35
87346.0,1,0.2,11,4,50,58,B4,Diesel,A,9,Centre,1128.12,550,36-50
87435.0,1,1.0,5,9,71,50,B2,Regular,D,747,Bretagne,1128.12,355,
87439.0,1,0.13,6,8,25,118,B5,Regular,C,300,Aquitaine,1128.12,150,18-25
87518.0,1,0.98,5,1,52,50,B3,Diesel,C,359,Bretagne,79.14,260,51-70
87524.0,1,0.73,4,10,27,106,B1,Regular,E,6729,Ile-de-France,1128.12,108,26-35
87540.0,1,0.88,5,1,61,50,B5,Regular,D,747,Bretagne,1128.12,305,51-70
87556.0,1,1.0,9,3,57,50,B10,Diesel,C,118,Bretagne,1607.66,513,51-70
87561.0,1,1.0,6,9,35,76,B1,Diesel,C,247,Bretagne,1128.12,210,26-35
87669.0,1,0.05,5,4,35,50,B3,Diesel,B,98,Bretagne,2083.58,175,26-35
87799.0,1,0.14,4,8,20,95,B2,Regular,C,473,Ile-de-France,1009.33,80,18-25
87873.0,1,1.0,4,9,62,97,B3,Diesel,E,3688,Rhone-Alpes,1128.12,248,51-70
87885.0,1,0.89,7,15,42,54,B3,Regular,D,854,Rhone-Alpes,1128.12,294,36-50
87910.0,1,1.0,5,12,36,50,B2,Diesel,E,3688,Rhone-Alpes,1128.12,180,36-50
87947.0,1,1.0,13,1,55,50,B13,Regular,D,1693,Rhone-Alpes,875.58,715,51-70
87998.0,1,1.0,7,9,42,50,B13,Regular,E,3688,Rhone-Alpes,1360.17,294,36-50
88010.0,1,0.23,4,12,41,60,B3,Diesel,E,3430,Rhone-Alpes,1286.52,164,36-50
88011.0,1,0.49,10,9,41,84,B11,Regular,E,3430,Rhone-Alpes,657.64,410,36-50
88019.0,1,0.1,7,9,49,50,B2,Regular,E,3688,Rhone-Alpes,2256.25,343,36-50
88033.0,1,1.0,6,10,48,50,B1,Regular,C,237,Rhone-Alpes,739.72,288,36-50
88073.0,1,1.0,5,3,24,76,B1,Regular,C,269,Languedoc-Roussillon,386.56,120,18-25
88095.0,1,1.0,6,8,43,62,B1,Diesel,C,237,Rhone-Alpes,372.8,258,36-50
88113.0,1,1.0,6,11,44,56,B1,Diesel,D,854,Rhone-Alpes,1128.0,264,36-50
88115.0,1,0.81,6,9,43,95,B1,Regular,E,2377,Rhone-Alpes,1128.12,258,36-50
88137.0,1,1.0,8,12,35,54,B1,Diesel,B,91,Pays-de-la-Loire,54.01,280,26-35
88167.0,1,0.5,6,14,21,118,B1,Diesel,B,91,Pays-de-la-Loire,1128.12,126,18-25
88175.0,1,1.0,6,13,36,63,B2,Regular,B,82,Pays-de-la-Loire,206.21,216,36-50
88187.0,1,1.0,6,8,77,50,B1,Diesel,B,91,Pays-de-la-Loire,1128.12,462,
88350.0,1,1.0,4,10,38,50,B2,Regular,B,99,Centre,1128.12,152,36-50
88357.0,2,0.79,4,12,26,95,B1,Regular,B,81,Centre,1171.76,104,26-35
88357.0,2,0.79,4,12,26,95,B1,Regular,B,81,Centre,1128.12,104,26-35
88387.0,1,0.68,6,9,50,50,B3,Regular,A,43,Centre,633.37,300,36-50
88392.0,1,1.0,6,12,50,50,B1,Regular,A,14,Centre,209.76,300,36-50
88410.0,1,0.75,4,3,70,50,B2,Regular,B,81,Centre,1128.12,280,51-70
88436.0,1,0.25,7,15,34,90,B5,Diesel,C,214,Bourgogne,1310.49,238,26-35
88506.0,1,0.34,6,5,65,53,B2,Regular,B,64,Bourgogne,4795.76,390,51-70
88519.0,1,1.0,5,12,67,50,B1,Diesel,C,220,Centre,605.92,335,51-70
88536.0,1,1.0,7,4,71,65,B10,Diesel,C,214,Bourgogne,1128.12,497,
88539.0,1,0.49,6,10,55,50,B1,Diesel,A,31,Centre,1128.12,330,51-70
88559.0,1,0.96,8,18,34,85,B1,Diesel,A,20,Centre,262.98,272,26-35
88562.0,1,1.0,7,14,32,83,B1,Regular,C,214,Bourgogne,1128.12,224,26-35
88640.0,1,0.34,5,10,52,50,B2,Diesel,B,84,Centre,1388.41,260,51-70
88681.0,1,1.0,4,11,21,100,B2,Regular,D,1313,Centre,1128.12,84,18-25
88744.0,1,0.66,5,5,28,76,B4,Regular,B,94,Midi-Pyrenees,812.84,140,26-35
88761.0,1,0.22,7,9,40,50,B2,Diesel,C,155,Centre,1128.12,280,36-50
88797.0,1,0.24,6,7,26,84,B2,Diesel,D,1313,Centre,2943.93,156,26-35
88812.0,1,1.0,9,8,43,71,B2,Regular,D,1313,Centre,1128.12,387,36-50
88825.0,1,1.0,5,9,23,50,B2,Regular,B,72,Rhone-Alpes,1561.51,115,18-25
88851.0,1,0.33,6,4,29,50,B5,Regular,D,1313,Centre,450.61,174,26-35
88914.0,1,0.79,4,9,60,50,B1,Regular,E,3744,Provence-Alpes-Cotes-D'Azur,16344.79,240,51-70
88956.0,1,1.0,5,2,55,50,B2,Regular,E,3744,Provence-Alpes-Cotes-D'Azur,5045.91,275,51-70
88964.0,1,0.66,4,13,47,50,B1,Regular,E,2715,Provence-Alpes-Cotes-D'Azur,564.06,188,36-50
88973.0,1,0.13,9,20,42,50,B5,Diesel,E,2715,Provence-Alpes-Cotes-D'Azur,1128.12,378,36-50
88976.0,1,0.74,9,9,40,85,B1,Regular,C,147,Provence-Alpes-Cotes-D'Azur,18871.73,360,36-50
88987.0,1,1.0,8,13,50,50,B10,Diesel,D,1629,Provence-Alpes-Cotes-D'Azur,278.45,400,36-50
89031.0,1,1.0,7,8,51,50,B2,Regular,D,1629,Provence-Alpes-Cotes-D'Azur,1128.12,357,51-70
89058.0,1,0.44,11,4,54,50,B5,Diesel,D,883,Provence-Alpes-Cotes-D'Azur,661.59,594,51-70
89100.0,1,0.42,6,15,32,95,B2,Diesel,C,388,Provence-Alpes-Cotes-D'Azur,1128.12,192,26-35
89102.0,1,1.0,9,4,54,50,B1,Regular,E,3744,Provence-Alpes-Cotes-D'Azur,469.55,486,51-70
89138.0,1,1.0,6,3,44,50,B3,Regular,E,3744,Provence-Alpes-Cotes-D'Azur,1128.12,264,36-50
89148.0,1,1.0,4,10,50,50,B3,Diesel,C,383,Provence-Alpes-Cotes-D'Azur,1128.12,200,36-50
89186.0,1,0.69,6,14,27,112,B2,Diesel,D,1064,Centre,1128.12,162,26-35
89206.0,1,1.0,7,7,36,62,B1,Regular,B,57,Centre,1128.12,252,36-50
89229.0,1,0.3,6,10,22,112,B1,Regular,A,11,Centre,647.27,132,18-25
89313.0,1,0.21,6,7,26,85,B2,Diesel,A,47,Centre,2281.51,156,26-35
89320.0,1,1.0,7,4,49,52,B10,Diesel,A,11,Centre,1128.12,343,36-50
89352.0,1,1.0,6,5,54,58,B1,Diesel,A,23,Centre,1128.12,324,51-70
89364.0,1,0.37,7,14,29,100,B1,Regular,C,399,Centre,1128.12,203,26-35
89378.0,1,0.07,5,6,20,95,B3,Diesel,B,57,Centre,1206.02,100,18-25
89453.0,1,0.83,5,0,53,50,B1,Diesel,B,57,Centre,1902.87,265,51-70
89509.0,1,0.49,4,14,20,85,B4,Regular,A,13,Midi-Pyrenees,1128.12,80,18-25
89541.0,1,0.48,5,2,39,50,B6,Diesel,E,2620,Aquitaine,20927.43,195,36-50
89604.0,1,0.32,5,8,22,76,B2,Diesel,D,1846,Aquitaine,1128.12,110,18-25
89607.0,1,1.0,4,13,21,106,B1,Regular,D,685,Aquitaine,1128.0,84,18-25
89611.0,1,1.0,5,4,24,95,B2,Diesel,E,2620,Aquitaine,1128.12,120,18-25
89620.0,1,1.0,6,11,29,71,B1,Diesel,E,2620,Aquitaine,1128.12,174,26-35
89657.0,1,0.47,6,1,76,50,B1,Diesel,C,301,Midi-Pyrenees,22526.81,456,
89683.0,1,0.81,10,8,40,95,B5,Diesel,D,1408,Pays-de-la-Loire,1284.72,400,36-50
89740.0,1,0.09,7,6,27,68,B1,Regular,E,4128,Pays-de-la-Loire,2522.8,189,26-35
89769.0,1,0.25,7,17,19,100,B2,Regular,D,763,Pays-de-la-Loire,1128.12,133,18-25
90049.0,1,0.96,4,5,47,112,B6,Regular,E,2694,Poitou-Charentes,1128.12,188,36-50
90081.0,1,1.0,5,11,80,101,B2,Diesel,C,270,Poitou-Charentes,1128.12,400,
90325.0,1,0.33,5,8,32,64,B3,Diesel,C,115,Centre,4678.86,160,26-35
90336.0,1,0.67,6,10,53,50,B2,Diesel,A,46,Centre,627.34,318,51-70
90398.0,1,0.54,5,1,21,95,B2,Regular,C,115,Centre,4225.29,105,18-25
90452.0,1,1.0,4,3,38,76,B4,Regular,C,227,Poitou-Charentes,59.99,152,36-50
90556.0,1,0.77,6,12,48,90,B1,Diesel,B,71,Poitou-Charentes,1128.12,288,36-50
90832.0,1,0.38,5,5,25,85,B4,Diesel,E,3238,Ile-de-France,66.0,125,18-25
90899.0,1,1.0,7,15,57,62,B11,Regular,C,112,Bretagne,1628.12,399,51-70
90917.0,2,0.29,5,12,19,100,B3,Diesel,D,1192,Bretagne,1890.37,95,18-25
90917.0,2,0.29,5,12,19,100,B3,Diesel,D,1192,Bretagne,1067.15,95,18-25
90945.0,1,0.09,6,9,26,95,B2,Regular,C,100,Bretagne,2272.75,156,26-35
90967.0,2,0.63,8,9,42,50,B6,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,2366.89,336,36-50
90967.0,2,0.63,8,9,42,50,B6,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,336,36-50
90995.0,1,0.58,6,7,46,58,B3,Diesel,E,4128,Pays-de-la-Loire,1128.12,276,36-50
91080.0,1,0.27,6,8,50,60,B1,Diesel,E,4128,Pays-de-la-Loire,1128.12,300,36-50
91102.0,1,0.09,6,0,38,50,B1,Diesel,C,490,Pays-de-la-Loire,934.77,228,36-50
91190.0,1,1.0,6,5,54,50,B1,Regular,D,745,Rhone-Alpes,3597.86,324,51-70
91198.0,1,0.39,5,16,36,95,B2,Regular,D,745,Rhone-Alpes,1035.04,180,36-50
91205.0,1,0.05,7,12,64,72,B2,Diesel,D,745,Rhone-Alpes,11281.23,448,51-70
91206.0,1,0.94,4,14,64,68,B1,Regular,D,745,Rhone-Alpes,1128.12,256,51-70
91214.0,1,0.18,6,5,38,125,B2,Diesel,C,355,Rhone-Alpes,1128.12,228,36-50
91230.0,1,0.83,4,7,50,50,B2,Regular,C,245,Bourgogne,1908.15,200,36-50
91328.0,1,1.0,6,4,46,50,B2,Diesel,D,752,Rhone-Alpes,1198.86,276,36-50
91363.0,1,0.83,7,14,39,95,B1,Regular,D,745,Rhone-Alpes,1128.12,273,36-50
91382.0,1,0.75,10,13,65,64,B5,Diesel,A,26,Rhone-Alpes,1128.12,650,51-70
91402.0,1,0.72,4,12,19,125,B2,Diesel,D,745,Rhone-Alpes,1128.12,76,18-25
91420.0,1,0.21,7,11,19,100,B1,Regular,D,745,Rhone-Alpes,1128.12,133,18-25
91434.0,1,0.54,7,17,26,72,B2,Diesel,D,745,Rhone-Alpes,1128.12,182,26-35
91458.0,1,0.16,9,8,23,90,B2,Regular,C,362,Rhone-Alpes,1824.39,207,18-25
91461.0,1,0.19,6,12,27,95,B1,Diesel,D,745,Rhone-Alpes,1412.7,162,26-35
91651.0,1,0.75,4,12,27,80,B2,Regular,A,46,Rhone-Alpes,1128.12,108,26-35
91660.0,1,0.79,6,2,50,50,B3,Diesel,B,100,Rhone-Alpes,1128.12,300,36-50
91662.0,1,0.46,7,14,39,85,B13,Regular,D,1704,Rhone-Alpes,29.27,273,36-50
91671.0,1,0.01,6,6,50,50,B2,Diesel,C,315,Rhone-Alpes,1306.87,300,36-50
91676.0,1,0.7,7,6,50,50,B2,Diesel,D,1704,Rhone-Alpes,1551.58,350,36-50
91752.0,1,0.44,4,1,54,50,B6,Regular,D,1704,Rhone-Alpes,1128.12,216,51-70
91820.0,1,0.005464481,7,3,22,95,B2,Diesel,D,1704,Rhone-Alpes,1633.71,154,18-25
91925.0,1,0.75,6,10,62,51,B2,Diesel,B,50,Centre,74.82,372,51-70
91994.0,1,0.53,7,0,40,55,B10,Diesel,C,241,Aquitaine,1128.12,280,36-50
91996.0,1,0.46,4,15,42,80,B1,Regular,D,675,Languedoc-Roussillon,232.78,168,36-50
92054.0,1,0.34,6,1,47,62,B1,Diesel,A,29,Centre,1128.12,282,36-50
92080.0,1,0.42,6,13,45,50,B1,Diesel,C,298,Centre,1128.12,270,36-50
92096.0,1,0.95,6,7,25,95,B1,Diesel,B,83,Centre,1128.12,150,18-25
92128.0,2,0.95,7,7,30,72,B11,Diesel,D,1920,Pays-de-la-Loire,2220.31,210,26-35
92128.0,2,0.95,7,7,30,72,B11,Diesel,D,1920,Pays-de-la-Loire,1124.79,210,26-35
92180.0,1,0.33,4,1,20,100,B1,Regular,D,1313,Centre,1128.12,80,18-25
92218.0,1,0.79,6,10,19,50,B2,Regular,D,1313,Centre,1128.12,114,18-25
92222.0,1,0.38,6,12,20,100,B2,Diesel,D,1313,Centre,2007.67,120,18-25
92232.0,1,0.17,7,4,37,50,B1,Diesel,B,60,Centre,410.34,259,36-50
92295.0,1,0.93,10,12,54,72,B5,Diesel,E,4116,Centre,1128.12,540,51-70
92306.0,1,0.72,10,4,31,74,B6,Regular,E,3274,Ile-de-France,1128.12,310,26-35
92343.0,1,0.008196721,5,4,21,90,B1,Regular,C,170,Centre,107.88,105,18-25
92344.0,1,0.65,4,1,21,112,B1,Regular,C,170,Centre,1128.12,84,18-25
92499.0,1,1.0,5,5,40,50,B5,Diesel,A,26,Pays-de-la-Loire,1128.12,200,36-50
92513.0,1,1.0,5,15,40,50,B2,Diesel,D,1846,Aquitaine,564.06,200,36-50
92526.0,1,1.0,6,14,62,52,B1,Diesel,E,3541,Pays-de-la-Loire,1128.12,372,51-70
92528.0,1,1.0,10,4,38,50,B5,Diesel,E,3541,Pays-de-la-Loire,35.27,380,36-50
92530.0,1,1.0,6,3,38,50,B12,Regular,E,3541,Pays-de-la-Loire,586.31,228,36-50
92561.0,1,0.69,6,11,44,50,B1,Diesel,C,251,Pays-de-la-Loire,1128.12,264,36-50
92578.0,1,0.34,6,10,23,112,B2,Diesel,D,820,Pays-de-la-Loire,1128.12,138,18-25
92587.0,1,0.1,6,3,40,50,B1,Diesel,D,674,Pays-de-la-Loire,841.98,240,36-50
92797.0,1,0.24,9,5,28,85,B3,Regular,D,1753,Rhone-Alpes,598.89,252,26-35
92802.0,1,0.09,5,15,39,125,B1,Regular,C,163,Franche-Comte,1128.12,195,36-50
92948.0,1,1.0,4,12,69,88,B2,Regular,A,38,Centre,729.92,276,51-70
92998.0,1,1.0,5,3,34,54,B4,Diesel,A,26,Centre,272.66,170,26-35
93001.0,1,1.0,7,11,44,83,B1,Regular,B,56,Centre,1128.12,308,36-50
93003.0,1,1.0,6,1,29,50,B2,Diesel,B,57,Centre,308.25,174,26-35
93166.0,1,1.0,5,1,57,63,B5,Regular,C,101,Rhone-Alpes,1128.12,285,51-70
93212.0,1,1.0,10,5,49,74,B3,Diesel,C,322,Rhone-Alpes,355.29,490,36-50
93236.0,1,1.0,5,11,27,100,B2,Regular,E,9307,Rhone-Alpes,1128.12,135,26-35
93240.0,1,0.68,7,14,43,50,B3,Regular,E,8455,Rhone-Alpes,288.18,301,36-50
93247.0,1,0.37,4,14,36,85,B1,Regular,E,4172,Rhone-Alpes,1289.3,144,36-50
93277.0,1,1.0,5,1,59,50,B6,Regular,E,8455,Rhone-Alpes,175.73,295,51-70
93295.0,1,1.0,6,7,40,50,B1,Diesel,E,2074,Rhone-Alpes,191.63,240,36-50
93313.0,1,1.0,5,1,35,50,B1,Diesel,A,29,Rhone-Alpes,2040.86,175,26-35
93379.0,1,0.08,8,4,52,51,B12,Regular,E,8455,Rhone-Alpes,4698.84,416,51-70
93409.0,1,0.05,6,15,62,50,B2,Diesel,D,1182,Rhone-Alpes,414.52,372,51-70
93449.0,1,0.75,9,8,37,57,B2,Regular,D,1182,Rhone-Alpes,544.9,333,36-50
93522.0,1,1.0,5,4,43,50,B4,Diesel,C,122,Nord-Pas-de-Calais,1220.34,215,36-50
93551.0,1,1.0,7,10,44,50,B3,Regular,D,1343,Nord-Pas-de-Calais,75.67,308,36-50
93621.0,1,0.14,5,1,22,95,B3,Regular,E,3651,Nord-Pas-de-Calais,4177.11,110,18-25
93637.0,1,1.0,6,5,28,72,B2,Diesel,D,776,Nord-Pas-de-Calais,3740.49,168,26-35
93650.0,1,0.21,6,0,70,62,B12,Diesel,D,1601,Nord-Pas-de-Calais,1128.12,420,51-70
93671.0,1,0.6,6,15,25,95,B6,Regular,D,1818,Nord-Pas-de-Calais,49.39,150,18-25
93693.0,1,0.91,5,5,52,50,B6,Regular,D,1601,Nord-Pas-de-Calais,1128.12,260,51-70
93725.0,1,1.0,6,9,76,55,B13,Regular,C,425,Nord-Pas-de-Calais,61.04,456,
93758.0,1,1.0,5,6,70,50,B1,Regular,D,647,Nord-Pas-de-Calais,2971.39,350,51-70
93852.0,1,1.0,12,1,51,80,B11,Regular,E,2733,Provence-Alpes-Cotes-D'Azur,3980.93,612,51-70
93898.0,1,0.57,7,1,46,50,B11,Diesel,E,2446,Provence-Alpes-Cotes-D'Azur,47.59,322,36-50
93932.0,1,0.56,6,3,27,90,B2,Diesel,F,10477,Ile-de-France,1128.12,162,26-35
93944.0,1,1.0,4,16,51,50,B5,Regular,C,112,Provence-Alpes-Cotes-D'Azur,20640.73,204,51-70
93954.0,5,1.0,7,9,67,50,B2,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,469,51-70
93954.0,5,1.0,7,9,67,50,B2,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,469,51-70
93954.0,5,1.0,7,9,67,50,B2,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,469,51-70
93954.0,5,1.0,7,9,67,50,B2,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,469,51-70
93954.0,5,1.0,7,9,67,50,B2,Diesel,E,4762,Provence-Alpes-Cotes-D'Azur,2405.62,469,51-70
93983.0,1,0.74,5,6,33,76,B6,Regular,D,570,Provence-Alpes-Cotes-D'Azur,1128.12,165,26-35
94003.0,1,0.13,9,11,65,50,B1,Regular,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,585,51-70
94008.0,1,0.87,5,4,38,50,B1,Regular,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,190,36-50
94029.0,1,0.93,11,1,45,50,B11,Diesel,D,999,Provence-Alpes-Cotes-D'Azur,4622.78,495,36-50
94059.0,1,0.96,6,1,37,50,B1,Regular,E,4762,Provence-Alpes-Cotes-D'Azur,75.18,222,36-50
94061.0,1,1.0,4,10,48,74,B6,Regular,E,4762,Provence-Alpes-Cotes-D'Azur,454.8,192,36-50
94073.0,2,0.09,4,7,40,56,B2,Regular,E,2733,Provence-Alpes-Cotes-D'Azur,1031.23,160,36-50
94073.0,2,0.09,4,7,40,56,B2,Regular,E,2733,Provence-Alpes-Cotes-D'Azur,212.23,160,36-50
94075.0,1,1.0,9,8,54,50,B10,Regular,D,1271,Languedoc-Roussillon,1128.12,486,51-70
94096.0,1,1.0,4,11,74,51,B1,Regular,C,433,Provence-Alpes-Cotes-D'Azur,1128.12,296,
94216.0,1,1.0,6,6,67,50,B2,Regular,E,2606,Nord-Pas-de-Calais,1422.04,402,51-70
94222.0,1,1.0,6,14,40,50,B12,Regular,D,845,Nord-Pas-de-Calais,1128.12,240,36-50
94234.0,1,1.0,4,9,77,50,B5,Regular,D,874,Nord-Pas-de-Calais,1128.12,308,
94240.0,1,1.0,6,3,41,50,B1,Diesel,E,2949,Nord-Pas-de-Calais,1128.12,246,36-50
94272.0,1,0.54,7,7,36,50,B1,Regular,D,845,Nord-Pas-de-Calais,1128.12,252,36-50
94289.0,1,0.45,4,1,28,72,B1,Regular,D,613,Provence-Alpes-Cotes-D'Azur,1128.12,112,26-35
94291.0,1,1.0,5,8,30,85,B3,Regular,E,2606,Nord-Pas-de-Calais,1128.12,150,26-35
94311.0,1,0.23,5,0,36,92,B3,Diesel,C,357,Nord-Pas-de-Calais,1128.12,180,36-50
94394.0,1,0.49,4,10,33,56,B3,Diesel,D,1059,Nord-Pas-de-Calais,1128.12,132,26-35
94436.0,1,1.0,6,5,23,76,B1,Regular,D,1962,Rhone-Alpes,1089.03,138,18-25
94451.0,1,0.75,10,0,39,50,B12,Regular,E,8549,Rhone-Alpes,1128.12,390,36-50
94453.0,1,1.0,4,1,36,50,B1,Regular,C,329,Rhone-Alpes,1128.12,144,36-50
94468.0,1,0.97,10,1,46,50,B4,Regular,E,8549,Rhone-Alpes,334.05,460,36-50
94474.0,1,1.0,6,9,37,50,B3,Diesel,D,1110,Rhone-Alpes,330.87,222,36-50
94476.0,1,1.0,6,10,52,50,B1,Regular,E,3946,Rhone-Alpes,2128.12,312,51-70
94483.0,2,1.0,8,13,41,72,B1,Diesel,E,3946,Rhone-Alpes,1128.12,328,36-50
94483.0,2,1.0,8,13,41,72,B1,Diesel,E,3946,Rhone-Alpes,1128.12,328,36-50
94493.0,2,0.99,6,10,61,50,B1,Diesel,C,120,Rhone-Alpes,1555.87,366,51-70
94493.0,2,0.99,6,10,61,50,B1,Diesel,C,120,Rhone-Alpes,1128.12,366,51-70
94574.0,1,0.36,6,11,30,90,B5,Regular,D,578,Rhone-Alpes,1128.12,180,26-35
94584.0,1,0.71,10,8,52,50,B2,Diesel,D,1526,Rhone-Alpes,1128.12,520,51-70
94592.0,1,0.25,9,8,38,50,B10,Diesel,D,578,Rhone-Alpes,1128.12,342,36-50
94594.0,1,0.64,6,12,34,60,B5,Regular,B,64,Rhone-Alpes,72.87,204,26-35
94601.0,1,0.66,7,15,50,52,B1,Regular,C,106,Rhone-Alpes,1128.12,350,36-50
94623.0,1,0.59,7,0,34,95,B1,Diesel,D,1323,Rhone-Alpes,760.66,238,26-35
94637.0,1,0.52,7,0,47,50,B2,Diesel,B,64,Rhone-Alpes,46.36,329,36-50
94888.0,1,0.11,9,17,65,50,B5,Regular,E,2362,Bourgogne,788.37,585,51-70
94930.0,1,0.26,6,11,64,50,B6,Diesel,A,48,Bourgogne,1128.12,384,51-70
94957.0,1,0.09,4,15,40,100,B5,Diesel,A,26,Bourgogne,492.49,160,36-50
94972.0,1,1.0,4,9,34,50,B2,Regular,E,4762,Provence-Alpes-Cotes-D'Azur,1128.12,136,26-35
95237.0,1,1.0,12,6,50,50,B10,Diesel,E,9307,Rhone-Alpes,691.89,600,36-50
95261.0,1,0.57,6,7,25,50,B3,Regular,E,2051,Rhone-Alpes,1433.02,150,18-25
95263.0,1,1.0,7,1,42,50,B1,Diesel,D,839,Rhone-Alpes,807.91,294,36-50
95268.0,1,1.0,9,3,42,50,B12,Regular,C,298,Rhone-Alpes,3689.49,378,36-50
95278.0,1,1.0,6,6,44,77,B1,Diesel,D,1384,Rhone-Alpes,2592.47,264,36-50
95294.0,1,0.75,5,2,28,88,B1,Regular,E,9307,Rhone-Alpes,4285.99,140,26-35
95332.0,1,1.0,4,5,23,50,B2,Regular,D,1962,Rhone-Alpes,388.36,92,18-25
95355.0,1,1.0,10,1,43,66,B2,Regular,C,184,Rhone-Alpes,786.07,430,36-50
95357.0,1,1.0,4,1,66,83,B1,Regular,E,9307,Rhone-Alpes,1128.12,264,51-70
95362.0,1,0.48,6,1,33,50,B2,Diesel,E,9307,Rhone-Alpes,109.4,198,26-35
95386.0,1,1.0,5,3,65,50,B2,Diesel,C,343,Rhone-Alpes,1128.12,325,51-70
95419.0,2,0.83,10,11,54,54,B10,Diesel,B,83,Rhone-Alpes,85.36,540,51-70
95419.0,2,0.83,10,11,54,54,B10,Diesel,B,83,Rhone-Alpes,1595.4,540,51-70
95465.0,1,1.0,5,6,24,100,B1,Regular,E,3699,Rhone-Alpes,1128.12,120,18-25
95467.0,1,0.62,5,14,53,50,B2,Diesel,D,738,Rhone-Alpes,1342.71,265,51-70
95468.0,1,0.37,6,4,53,50,B3,Regular,D,738,Rhone-Alpes,612.6,318,51-70
95537.0,1,0.24,6,7,20,95,B1,Diesel,C,355,Bretagne,560.12,120,18-25
95571.0,1,0.29,5,0,22,112,B3,Regular,A,48,Bretagne,592.52,110,18-25
95573.0,2,1.0,6,5,66,62,B2,Diesel,B,65,Bretagne,1128.12,396,51-70
95573.0,2,1.0,6,5,66,62,B2,Diesel,B,65,Bretagne,1676.95,396,51-70
95596.0,1,0.25,5,7,24,72,B5,Diesel,A,46,Bretagne,87.14,120,18-25
95632.0,1,1.0,8,8,49,50,B1,Regular,B,51,Pays-de-la-Loire,1128.12,392,36-50
95642.0,1,0.66,6,7,26,85,B5,Regular,D,1385,Bretagne,1128.12,156,26-35
95806.0,1,0.46,4,13,19,95,B2,Regular,B,59,Centre,1210.9,76,18-25
95816.0,1,1.0,7,4,40,50,B5,Regular,C,298,Centre,2293.58,280,36-50
95837.0,1,1.0,6,1,36,68,B2,Regular,F,22669,Ile-de-France,675.28,216,36-50
95904.0,1,0.73,5,8,26,68,B5,Diesel,E,2580,Aquitaine,1128.12,130,26-35
95926.0,1,0.91,7,11,31,101,B10,Diesel,B,53,Aquitaine,1128.12,217,26-35
95932.0,1,0.3,7,17,44,50,B1,Regular,C,155,Centre,1089.13,308,36-50
96007.0,1,0.45,6,7,51,51,B3,Diesel,E,2039,Nord-Pas-de-Calais,317.36,306,51-70
